pac_name,affiliate,total,dem,repub,lean,year
Next Century Fund,Richard Burr (R-NC),392500,0,382500,Solidly Republican/Conservative,2010
Solidarity PAC,George Miller (D-Calif),386108,386108,0,Solidly Democrat/Liberal,2010
Defend America PAC,Richard C. Shelby (R-Ala),380000,25000,335000,Solidly Republican/Conservative,2010
Senate Majority Fund,Jon L. Kyl (R-Ariz),373000,0,358000,Solidly Republican/Conservative,2010
Alamo PAC,John Cornyn (R-Texas),362500,0,342500,Solidly Republican/Conservative,2010
LA PAC,Henry A. Waxman (D-Calif),359986,359986,0,Solidly Democrat/Liberal,2010
Impact (Schumer),Charles E. Schumer (D-NY),357500,357500,0,Solidly Democrat/Liberal,2010
"Jobs, Economy & Budget Fund",Jeb Hensarling (R-Texas),347500,0,347500,Solidly Republican/Conservative,2010
"Jobs, Opportunities & Education PAC",Joseph Crowley (D-NY),346900,341900,4000,Solidly Democrat/Liberal,2010
OrrinPAC,Orrin G. Hatch (R-Utah),344500,10000,329500,Solidly Republican/Conservative,2010
Forward Together PAC,Mark Warner (D-Va),316500,316500,0,Solidly Democrat/Liberal,2010
GOALPAC,Sander Levin (D-Mich),314000,314000,0,Solidly Democrat/Liberal,2010
Win Back America PAC,Mike Pence (R-Ind),309500,0,308500,Solidly Republican/Conservative,2010
New Millennium PAC,Robert Menendez (D-NJ),308000,308000,0,Solidly Democrat/Liberal,2010
DANPAC,Daniel K Inouye (D-Hawaii),307978,307978,0,Solidly Democrat/Liberal,2010
Synergy PAC,John B. Larson (D-Conn),302000,302000,0,Solidly Democrat/Liberal,2010
Invest in a Strong & Secure America,Darrell Issa (R-Calif),300492,0,295492,Solidly Republican/Conservative,2010
Republican Majority Fund,Saxby Chambliss (R-Ga),291000,5000,271000,Solidly Republican/Conservative,2010
Prairie PAC,Dick Durbin (D-Ill),289250,289250,0,Solidly Democrat/Liberal,2010
Tenn PAC,Lamar Alexander (R-Tenn),284500,15000,254500,Solidly Republican/Conservative,2010
Leadership of Today & Tomorrow,Xavier Becerra (D-Calif),284345,284345,0,Solidly Democrat/Liberal,2010
Country First PAC,John McCain (R-Ariz),278554,0,273554,Solidly Republican/Conservative,2010
Rock City PAC,Bob Corker (R-Tenn),272500,10000,252500,Solidly Republican/Conservative,2010
To Organize a Majority PAC,Tom Harkin (D-Iowa),267000,267000,0,Solidly Democrat/Liberal,2010
21st Century PAC,Buck McKeon (R-Calif),262500,0,262500,Solidly Republican/Conservative,2010
America Works PAC,Sherrod Brown (D-Ohio),260500,258000,0,Solidly Democrat/Liberal,2010
America's Leadership PAC,Deborah Ann Stabenow (D-Mich),254500,254500,0,Solidly Democrat/Liberal,2010
Heartland Values PAC,John Thune (R-SD),251000,0,236000,Solidly Republican/Conservative,2010
Glacier PAC,Max Baucus (D-Mont),247500,247500,0,Solidly Democrat/Liberal,2010
Searchlight Leadership Fund,Harry Reid (D-Nev),237500,237500,0,Solidly Democrat/Liberal,2010
Hawkeye PAC,Chuck Grassley (R-Iowa),235500,0,225500,Solidly Republican/Conservative,2010
Texas Freedom Fund,Joe Barton (R-Texas),234774,0,234774,Solidly Republican/Conservative,2010
New PAC,Devin Nunes (R-Calif),234500,0,234500,Solidly Republican/Conservative,2010
Tallatchee Creek Inc,Jeff Sessions (R-Ala),233500,10000,213500,Solidly Republican/Conservative,2010
DAKPAC,Kent Conrad (D-ND),232000,232000,0,Solidly Democrat/Liberal,2010
We the People PAC,Allyson Schwartz (D-Pa),230600,230600,0,Solidly Democrat/Liberal,2010
Senate Victory Fund,Thad Cochran (R-Miss),230500,0,225500,Solidly Republican/Conservative,2010
First State PAC,Tom Carper (D-Del),225500,220500,0,Solidly Democrat/Liberal,2010
TRUST PAC,Fred Upton (R-Mich),223000,0,223000,Solidly Republican/Conservative,2010
Midwest Values PAC,Al Franken (D-Minn),217500,217500,0,Solidly Democrat/Liberal,2010
Green Mountain PAC,Patrick Leahy (D-Vt),215500,215500,0,Solidly Democrat/Liberal,2010
Dirigo PAC,Susan Collins (R-Maine),215396,5000,195396,Solidly Republican/Conservative,2010
Making Business Excel PAC,Mike Enzi (R-Wyo),215000,0,210000,Solidly Republican/Conservative,2010
Common Values PAC,John A. Barrasso (R-Wyo),213500,0,203500,Solidly Republican/Conservative,2010
Committee for the Preservation of Capitalism,Charles W Boustany Jr (R-La),212065,0,212065,Solidly Republican/Conservative,2010
Committee for a Livable Future,Earl Blumenauer (D-Ore),211500,211500,0,Solidly Democrat/Liberal,2010
Madison PAC (Neal),Richard E. Neal (D-Mass),211000,206000,5000,Solidly Democrat/Liberal,2010
GOP Generation Y Fund,Aaron Schock (R-Ill),209000,0,209000,Solidly Republican/Conservative,2010
Conservative Victory Fund,ex-Rep. Steven D Symms (R-Idaho),208524,0,207524,Solidly Republican/Conservative,2010
Freedom Fund,Mike Crapo (R-Idaho),205000,20000,175000,Solidly Republican/Conservative,2010
M-PAC,Patty Murray (D-Wash),202500,202500,0,Solidly Democrat/Liberal,2010
Help America's Leaders,Hal Rogers (R-Ky),195947,0,195947,Solidly Republican/Conservative,2010
House Conservatives Fund,Patrick McHenry (R-NC),194803,0,194803,Solidly Republican/Conservative,2010
Fund for America's Future,Lindsey Graham (R-SC),194599,0,189599,Solidly Republican/Conservative,2010
Narragansett Bay PAC,Jack Reed (D-RI),193000,193000,0,Solidly Democrat/Liberal,2010
Follow the North Star Fund,Amy Klobuchar (D-Minn),192622,187622,0,Solidly Democrat/Liberal,2010
ROSKAM PAC,Peter Roskam (R-Ill),187071,0,187071,Solidly Republican/Conservative,2010
Fund for the Majority,Dianne Feinstein (D-Calif),185000,185000,0,Solidly Democrat/Liberal,2010
Secure PAC,Bennie G. Thompson (D-Miss),182000,182000,0,Solidly Democrat/Liberal,2010
National Org to Retain the Majority,Norm Dicks (D-Wash),181900,181900,0,Solidly Democrat/Liberal,2010
Jazz PAC,Mary L. Landrieu (D-La),181000,181000,0,Solidly Democrat/Liberal,2010
Long Leaf Pine PAC,Kay R. Hagan (D-NC),179399,179399,0,Solidly Democrat/Liberal,2010
Freedom First PAC,Gov. Tim Pawlenty (R-Minn),178348,0,175948,Solidly Republican/Conservative,2010
Nebraska Leadership PAC,Ben Nelson (D-Neb),177500,177500,0,Solidly Democrat/Liberal,2010
New Republican Majority Fund,ex-Sen. Trent Lott (R-Miss),177400,0,167400,Solidly Republican/Conservative,2010
COLE PAC,Tom Cole (R-Okla),177058,0,173558,Solidly Republican/Conservative,2010
Pioneer PAC,Patrick J. Tiberi (R-Ohio),175000,0,175000,Solidly Republican/Conservative,2010
Prairieland PAC,Michael O. Johanns (R-Neb),174000,0,174000,Solidly Republican/Conservative,2010
21st Century Majority Fund,Johnny Isakson (R-GA),172000,10000,148500,Solidly Republican/Conservative,2010
Majority Initiative-Keep Electing Repubs,Mike Rogers (R-Mich),170016,0,170016,Solidly Republican/Conservative,2010
John S Fund,John M. Shimkus (R-Ill),169000,0,169000,Solidly Republican/Conservative,2010
New Pioneers PAC,Greg Walden (R-Ore),167550,0,167550,Solidly Republican/Conservative,2010
Campaign for Our Country,John Kerry (D-Mass),166500,166500,0,Solidly Democrat/Liberal,2010
KPAC,Kay Bailey Hutchison (R-Texas),165000,0,160000,Solidly Republican/Conservative,2010
Southwest Leadership Fund,Tom Udall (D-NM),164300,164300,0,Solidly Democrat/Liberal,2010
Freedom & Security PAC,John Kline (R-Minn),159000,0,159000,Solidly Republican/Conservative,2010
Fund for a Conservative Future,James M. Inhofe (R-Okla),157500,0,157500,Solidly Republican/Conservative,2010
PAC for a Change,Barbara Boxer (D-Calif),156000,156000,0,Solidly Democrat/Liberal,2010
Victory in November Election PAC,Mike Thompson (D-Calif),155000,153000,2000,Solidly Democrat/Liberal,2010
Leadership in the New Century,Blanche Lincoln (D-Ark),150500,150500,0,Solidly Democrat/Liberal,2010
Leadership 21,John Tanner (D-Tenn),150400,144400,6000,Solidly Democrat/Liberal,2010
TACPAC,Tom Coburn (R-Okla),148000,0,148000,Solidly Republican/Conservative,2010
Rhode Island Hope PAC,Sheldon Whitehouse (D-RI),147500,147500,0,Solidly Democrat/Liberal,2010
Priority PAC,Mark Pryor (D-Ark),147500,147500,0,Solidly Democrat/Liberal,2010
Peak PAC,Mark Udall (D-Colo),146000,146000,0,Solidly Democrat/Liberal,2010
BEAN PAC,Melissa Bean (D-Ill),145000,145000,0,Solidly Democrat/Liberal,2010
Haley's PAC,Gov. Haley Barbour (R-Miss),143000,0,143000,Solidly Republican/Conservative,2010
Mountaineer PAC,Jay Rockefeller (D-WVa),141550,141550,0,Solidly Democrat/Liberal,2010
Leadership for American Opportunity,Chaka Fattah (D-Pa),140000,140000,0,Solidly Democrat/Liberal,2010
Huck PAC,ex-Gov. Mike Huckabee (R-),139967,0,139967,Solidly Republican/Conservative,2010
Advance Arkansas PAC,Mike Ross (D-Ark),139000,137000,2000,Solidly Democrat/Liberal,2010
Wolverine PAC,John D. Dingell (D-Mich),132500,130500,2000,Solidly Democrat/Liberal,2010
SNOWPAC,Robert F. Bennett (R-Utah),132000,0,126000,Solidly Republican/Conservative,2010
Longhorn PAC,Lamar Smith (R-Texas),131500,0,131500,Solidly Republican/Conservative,2010
Building A Majority PAC,Barbara A. Mikulski (D-Md),131000,131000,0,Solidly Democrat/Liberal,2010
Responsibility & Freedom Work PAC,Roger Wicker (R-Miss),131000,0,131000,Solidly Republican/Conservative,2010
Badger PAC,Ron Kind (D-Wis),130000,130000,0,Solidly Democrat/Liberal,2010
Voice for Freedom,Tom Price (R-Ga),124135,0,124135,Solidly Republican/Conservative,2010
CMR PAC,Cathy McMorris Rodgers (R-Wash),124000,0,124000,Solidly Republican/Conservative,2010
Reuniting Our Country PAC,Joe Lieberman (I-Conn),123500,118500,5000,Solidly Democrat/Liberal,2010
Liberty Project,Randy Neugebauer (R-Texas),120000,0,120000,Solidly Republican/Conservative,2010
American Success PAC,David Dreier (R-Calif),117500,0,117500,Solidly Republican/Conservative,2010
Progressive Choices PAC,Jan Schakowsky (D-Ill),113000,113000,0,Solidly Democrat/Liberal,2010
New Jersey First,Frank R Lautenberg (D-NJ),112000,117000,0,Solidly Democrat/Liberal,2010
Preserving America's Traditions,Pat Roberts (R-Kan),112000,0,107000,Solidly Republican/Conservative,2010
Good Government for America,ex-Sen. George Allen (R-Va),110900,0,110900,Solidly Republican/Conservative,2010
Future Leaders PAC,Jerry Lewis (R-Calif),110000,0,110000,Solidly Republican/Conservative,2010
Denali Leadership PAC,Lisa Murkowski (R-Alaska),108000,1000,103500,Solidly Republican/Conservative,2010
Holding Onto Oregon's Priorities,Ron Wyden (D-Ore),107000,107000,0,Solidly Democrat/Liberal,2010
Keep Our Mission PAC,ex-Rep. Dennis Hastert (R-Ill),106000,0,106000,Solidly Republican/Conservative,2010
Protect America's Future PAC,George LeMieux (R-Fla),100900,0,98500,Solidly Republican/Conservative,2010
Harvest PAC,Allen Boyd (D-Fla),99000,96000,3000,Solidly Democrat/Liberal,2010
Wedge PAC,Marsha Blackburn (R-Tenn),97000,0,97000,Solidly Republican/Conservative,2010
All America PAC,Evan Bayh (D-Ind),94816,94816,0,Solidly Democrat/Liberal,2010
Big Tent PAC,Arlen Specter (D-Pa),94425,94425,0,Solidly Democrat/Liberal,2010
Bart's Bridge PAC,Bart Stupak (D-Mich),90000,89000,1000,Solidly Democrat/Liberal,2010
America's Foundation,ex-Sen. Rick Santorum (R-Pa),86000,5000,80000,Solidly Republican/Conservative,2010
Ranger PAC,Geoff Davis (R-Ky),85500,0,85500,Solidly Republican/Conservative,2010
Great Land PAC,Mark Begich (D-Alaska),85500,85500,0,Solidly Democrat/Liberal,2010
Opportunity & Renewal PAC,Jeff Merkley (D-Ore),84600,84600,0,Solidly Democrat/Liberal,2010
Stand Tall America PAC,Mac Thornberry (R-Texas),83500,0,83500,Solidly Republican/Conservative,2010
Democrats Reshaping America,Linda Sanchez (D-Calif),83000,83000,0,Solidly Democrat/Liberal,2010
Mesabi Fund,James L Oberstar (D-Minn),82500,82500,0,Solidly Democrat/Liberal,2010
Fund for American Opportunity,ex-Sen. Spencer Abraham (R-Mich),80800,0,78300,Solidly Republican/Conservative,2010
LEGPAC,Ben Cardin (D-Md),80000,80000,0,Solidly Democrat/Liberal,2010
New York Jobs PAC,Steve Israel (D-NY),78400,78400,0,Solidly Democrat/Liberal,2010
Show-Me Fund,Ike Skelton (D-Mo),76500,76500,0,Solidly Democrat/Liberal,2010
SCOTT PAC,Scott Garrett (R-NJ),76385,0,76385,Solidly Republican/Conservative,2010
Keystone America PAC,Bob Casey (D-Pa),75500,75500,0,Solidly Democrat/Liberal,2010
Good Fund,Bob Goodlatte (R-VA),75224,0,74224,Solidly Republican/Conservative,2010
Valley PAC,Collin C. Peterson (D-Minn),75000,75000,0,Solidly Democrat/Liberal,2010
Taking the Hill PAC,Patrick J. Murphy (D-Pa),74800,74800,0,Solidly Democrat/Liberal,2010
ICE PAC,Erik Paulsen (R-Minn),73400,0,73400,Solidly Republican/Conservative,2010
A New Direction PAC,Jeanne Shaheen (D-NH),73300,73300,0,Solidly Democrat/Liberal,2010
South Dakota First PAC,Tim Johnson (D-SD),73000,73000,0,Solidly Democrat/Liberal,2010
Penguin PAC,Tim Ryan (D-Ohio),73000,73000,0,Solidly Democrat/Liberal,2010
CHRIS PAC,Chris Dodd (D-Conn),73000,73000,0,Solidly Democrat/Liberal,2010
MICHELE PAC,Michele Bachmann (R-Minn),71000,5000,66000,Solidly Republican/Conservative,2010
Moving Phoenix Forward PAC,Mayor Phil Gordon (D-Phoenix),69000,58000,6000,Leans Democrat/Liberal,2010
Rely on Your Beliefs,Roy Blunt (R-Mo),68893,0,67893,Solidly Republican/Conservative,2010
Bringing Leadership Back PAC,Bruce Braley (D-Iowa),66800,66800,0,Solidly Democrat/Liberal,2010
Silver State 21st Century PAC,Shelley Berkley (D-Nev),66700,66700,0,Solidly Democrat/Liberal,2010
13th Colony Leadership Cmte,Jack Kingston (R-Ga),66000,0,66000,Solidly Republican/Conservative,2010
Ohio's Future PAC,ex-Rep. Rob Portman (R-Ohio),66000,0,66000,Solidly Republican/Conservative,2010
Buckeye Patriot PAC,ex-Rep. David Hobson (R-Ohio),65500,0,65500,Solidly Republican/Conservative,2010
For America's Republican Majority,Tom Latham (R-Iowa),62999,0,62999,Solidly Republican/Conservative,2010
Build America PAC,Gregory W. Meeks (D-NY),61525,61525,0,Solidly Democrat/Liberal,2010
Bill PAC (Shuster),Bill Shuster (R-Pa),61500,0,61500,Solidly Republican/Conservative,2010
Missourians for Accountability & Change,Claire McCaskill (D-Mo),61500,61500,0,Solidly Democrat/Liberal,2010
Eye of the Tiger PAC,Steve Scalise (R-La),61150,0,61150,Solidly Republican/Conservative,2010
Keystone Fund,Mike Doyle (D-Pa),61000,61000,0,Solidly Democrat/Liberal,2010
GreggPAC,Gregg Harper (R-Miss),60400,0,60400,Solidly Republican/Conservative,2010
Aloha PAC,Neil Abercrombie (D-Hawaii),59500,59500,0,Solidly Democrat/Liberal,2010
KITPAC,"Christopher ""Kit"" Bond (R-MO)",58129,0,58129,Solidly Republican/Conservative,2010
Competitive Edge PAC,ex-Gov. Janet Napolitano (D-AZ),55000,55000,0,Solidly Democrat/Liberal,2010
National Leadership PAC,Charles B. Rangel (D-NY),55000,55000,0,Solidly Democrat/Liberal,2010
Moving America Forward,Bill Nelson (D-Fla),54500,54500,0,Solidly Democrat/Liberal,2010
Great Plains Leadership Fund,Byron L. Dorgan (D-ND),51543,51543,0,Solidly Democrat/Liberal,2010
Great American Fund,Dan Boren (D-Okla),50000,50000,0,Solidly Democrat/Liberal,2010
Majority PAC (Murtha),John P. Murtha (D-Pa),50000,50000,0,Solidly Democrat/Liberal,2010
Committee for a Democratic Future,Rosa L DeLauro (D-Conn),49000,49000,0,Solidly Democrat/Liberal,2010
Leadership that Listens PAC,Donna Edwards (D-Md),49000,49000,0,Solidly Democrat/Liberal,2010
Betty PAC,Betty McCollum (D-Minn),48000,48000,0,Solidly Democrat/Liberal,2010
Lone Star Leadership PAC,Michael Burgess (R-Texas),47350,0,47350,Solidly Republican/Conservative,2010
Moderate Victory Fund,Dennis Cardoza (D-Calif),47000,47000,0,Solidly Democrat/Liberal,2010
Treasure State PAC,Jon Tester (D-Mont),46934,46934,0,Solidly Democrat/Liberal,2010
Dutch PAC,Dutch Ruppersberger (D-Md),46800,44800,2000,Solidly Democrat/Liberal,2010
Vote to Elect Republicans Now PAC,Vernon Buchanan (R-Fla),46300,0,41500,Solidly Republican/Conservative,2010
Virginia Leadership PAC,Jim Moran (D-VA),46200,46200,0,Solidly Democrat/Liberal,2010
CONA PAC,Mike Conaway (R-Texas),45800,0,45800,Solidly Republican/Conservative,2010
3rd & Long,Heath Shuler (D-NC),45100,45100,0,Solidly Democrat/Liberal,2010
Louisiana Values PAC,John Fleming (R-La),45000,0,43000,Solidly Republican/Conservative,2010
People's House PAC,Tammy Baldwin (D-Wis),45000,45000,0,Solidly Democrat/Liberal,2010
America Forward PAC,John Conyers Jr (D-Mich),45000,45000,0,Solidly Democrat/Liberal,2010
New Apollo Energy,Jay Inslee (D-Wash),45000,45000,0,Solidly Democrat/Liberal,2010
Hispanic Unity USA,Loretta Sanchez (D-CA),45000,45000,0,Solidly Democrat/Liberal,2010
Mike PAC,Mike Ferguson (R-NJ),43750,0,43750,Solidly Republican/Conservative,2010
HERGER PAC,Wally Herger (R-Calif),43090,0,43090,Solidly Republican/Conservative,2010
MINT PAC,James W DeMint (R-SC),42500,0,42500,Solidly Republican/Conservative,2010
House Majority Fund,John Lewis (D-Ga),42000,42000,0,Solidly Democrat/Liberal,2010
CANDICE-PAC,Candice S. Miller (R-Mich),42000,0,42000,Solidly Republican/Conservative,2010
Help Elect America's Team PAC,Kendrick B Meek (D-Fla),40300,40300,0,Solidly Democrat/Liberal,2010
Freedom PAC (Broun),Paul Broun Jr (R-GA),40200,0,40200,Solidly Republican/Conservative,2010
Democrats Against Waste in Govt PAC,John Barrow (D-Ga),39000,39000,0,Solidly Democrat/Liberal,2010
Reenergizing Our Nation PAC,Ron Klein (D-Fla),38500,38500,0,Solidly Democrat/Liberal,2010
SkiPAC,Jim Matheson (D-Utah),38200,38200,0,Solidly Democrat/Liberal,2010
CARTER PAC,John Carter (R-Texas),37000,0,37000,Solidly Republican/Conservative,2010
Silk PAC,Bill Pascrell Jr (D-NJ),37000,37000,0,Solidly Democrat/Liberal,2010
Restore America PAC,Sam Brownback (R-Kan),36500,0,36500,Solidly Republican/Conservative,2010
Shore PAC,Frank Pallone Jr (D-NJ),36000,36000,0,Solidly Democrat/Liberal,2010
Louisiana Reform PAC,David Vitter (R-LA),36000,0,36000,Solidly Republican/Conservative,2010
Texas First PAC,Henry Cuellar (D-Texas),36000,36000,0,Solidly Democrat/Liberal,2010
Arch Leadership PAC,Russ Carnahan (D-Mo),35500,35500,0,Solidly Democrat/Liberal,2010
People Helping Illinois Lead PAC,Phil Hare (D-Ill),35200,35200,0,Solidly Democrat/Liberal,2010
Progressive Voters of America,Bernie Sanders (I-Vt),35000,35000,0,Solidly Democrat/Liberal,2010
MISSION PAC,Lois Capps (D-Calif),34400,34400,0,Solidly Democrat/Liberal,2010
Leadership Empowerment & Development PAC,Charlie A. Gonzalez (D-Texas),33800,33800,0,Solidly Democrat/Liberal,2010
Majority In Congress PAC,John L Mica (R-Fla),33500,0,33500,Solidly Republican/Conservative,2010
Born Fighting PAC,James Webb (D-Va),33004,33004,0,Solidly Democrat/Liberal,2010
SAC PAC,Doris O Matsui (D-Calif),33000,33000,0,Solidly Democrat/Liberal,2010
Brave PAC,David Scott (D-Ga),32900,30900,2000,Solidly Democrat/Liberal,2010
United for A Strong America,Adam Schiff (D-Calif),32860,31860,0,Solidly Democrat/Liberal,2010
American Solutions PAC,ex-Rep. Newt Gingrich (R-Ga),32149,0,32149,Solidly Republican/Conservative,2010
Progressive Patriots Fund,Russ Feingold (D-Wis),31000,31000,0,Solidly Democrat/Liberal,2010
PR Democracy,Pedro Pierluisi (3-PR),30800,30800,0,Solidly Democrat/Liberal,2010
GWEN PAC,Gwen Moore (D-Wis),30500,30500,0,Solidly Democrat/Liberal,2010
Congressional Majority Cmte,ex-Rep. Bill Thomas (R-Calif),30400,0,27900,Solidly Republican/Conservative,2010
Ocean State PAC,Jim Langevin (D-RI),30250,30250,0,Solidly Democrat/Liberal,2010
Livable Communities PAC,Raul M Grijalva (D-Ariz),30000,30000,0,Solidly Democrat/Liberal,2010
New Vision America Fund,Mike Honda (D-Calif),30000,30000,0,Solidly Democrat/Liberal,2010
Renewing the American Dream PAC,Tim Walz (D-Minn),30000,30000,0,Solidly Democrat/Liberal,2010
JJJ PAC,Betty Sue Sutton (D-Ohio),30000,30000,0,Solidly Democrat/Liberal,2010
Southwest Pennsylvania PAC,Jason Altmire (D-Pa),29900,29900,0,Solidly Democrat/Liberal,2010
Kentucky Forward PAC,Ben Chandler (D-Ky),29800,29800,0,Solidly Democrat/Liberal,2010
Trans PAC,Steve LaTourette (R-Ohio),29300,0,29300,Solidly Republican/Conservative,2010
Together for Our Majority,ex-Rep. Tom Reynolds (R-NY),29150,2000,27150,Solidly Republican/Conservative,2010
Jerry's PAC,Jerrold Nadler (D-NY),29000,29000,0,Solidly Democrat/Liberal,2010
BRETTPAC,Brett Guthrie (R-Ky),28900,0,28900,Solidly Republican/Conservative,2010
Florida Delivers Leadership PAC,Corrine Brown (D-Fla),28750,28750,0,Solidly Democrat/Liberal,2010
